user_tweet,,
@SamsungIndia Already communicate through mail communication. Not reolved the issue yet. You are suggesting for chat bot where your customer support team not willing to resolve the issue? Very strange.!!,,
@SamsungIndia Good looking device.,,
@SamsungIndia सैमसंग का कोई सस्ता फोन बताओ,,
@SamsungIndia Please cancel my order. My order no is 11132262741.,,
"@SamsungIndia hi, I'm having galaxy tab 10.1 2014 edition. Accidentally, got the screen digitiser broken. Could you help me please. It's wonderful piece and working, just Steen change issue. Not getting help anywhere. Tks",,
"@SamsungIndia money-eating mobile brand Samsung only cheat and make fool the customer with their 3rd cls product, warranty &amp; CS system. No reply or clarification after rigorous mail communication for demanding the prof of warranty rejection. A70s get ",,
@SamsungIndia awesome device with elagant looks #SamsungM31s  @SamsungIndia,,
@SamsungIndia When will the Galaxy Buds+ BTS edition be back in stock?,,
@SamsungIndia Samsung a70 is worst smartphone ever so laggy and choppy and gets so much heated.... this phone is out of my satisfaction so worst.....😵😵😵😵😵😵😵😵,,
@SamsungIndia सैमसंग का मैं नियमित कस्टमर था पर अब नहीं  ।सैमसंग A70 मोबाइल जिसे मैने दिसंबर 2019 मे परचेज किया �,,
@SamsungIndia My first prefrence is always samsung...phones to buy...,,
@SamsungIndia I love you Samsung,,
@SamsungIndia This phone is Awesome 😍😍😍,,
@SamsungIndia Camera are so super 👌👌❣️,,
@SamsungIndia I love the Samsung products 🧡,,
@SamsungIndia Samsung galaxy note 20 plus nice phone,,
"@SamsungIndia Last Year July 2019 I had bought Galaxy a30. Which stops working last week. I don't what kind of low quality components Samsung used in their smartphone which stops working in one year.
Why Samsung smart phones is overpriced if they use such",,
@SamsungIndia I like Samsung Electronics ❤🙂,,
@SamsungIndia I am professional samsung user....... I love......super amoled display......,,
@SamsungIndia Samsung is best smart phone &amp;  Android mobile &amp; Aasesories,,
"@SamsungIndia Your AC service, outsourcing has resulted in bad quality of service &amp; cost has gone up Salt lake , Kolkata",,
@SamsungIndia I love Samsung Phones.... I waited 2 years to buy your flagship phone and finally I bought Samsung Galary S9 few days back...!!!!,,
"@Samsung @SamsungIndia 
Within 3 months this is 3rd instance that washing machine has gone out of order
1st PCB was replaced then it stopped working within 10days. Complaint was raised but it was deliberately attended after a month to charge again.
Again ",,
@SamsungIndia Why do you sell high end electronic devices when you don't have engineers to repair them?,,
"@SamsungIndia Dear Team, My TV model is UA49M6300, i am unable to watch sonyliv, request you to please provide the Updated version.",,
"@SamsungIndia @SamsungMobile I bought Samsung Galaxy A71 on12th June 2020, and within a span of 1 month the phone has stopped charging multiple times. I did all the hard reset, reboots etc but it doesn't start. Sometimes it charges on its own. Need replac",,
@SamsungIndia I am fall in love with this device 🥰,,
Surprisingly it is almost a month now and I still haven't heard regarding the delivery. Is this your customer service? If you cannot meet your commitments please do let me know rather than keeping the customer handing.@SamsungIndia,,
@SamsungIndia Please help me,,
@SamsungIndia @SamsungDevUS I want to report a bug in #smartledtv  it does not support any keyboard.Hence it is practically impossible to use tv for apps when you have to type big title name. only option is tv remote which is not practical. Service team c,,
"@Nipun22_a @SamsungHelp_IN @SamsungIndia @Samsung_IN @VijaySales Sir, is the refund coupon redeemable at vijay sales??",,
@SamsungIndia @Samsung shameless bunch of #customercareexecutives and even more shameless bunch of people handling its #twitter account. Have been chasing for #refund since over a month but no success. #harrassingcustomers in the name of #pandemic.,,
@SamMobiles @SamsungIndia Dear Samsung After Security patch update my Galaxy Note 8 has no Mobile Network.,,
@SamsungIndia bought Samsung guru mobile handset in April 2019 from Amazon. Speaker of phone is not working well since 15 March 2020 but due to lock down restrictions set by Govt I couldn't visit service centre in due time. Need help in getting replaced t,,
"@SamsungIndia I am not opening secure folder in my phone
Software format 2 times and more time reset my phone but secure folder not open my phone plzzz help me how to open secure folder my samsung A70s .",,
"@SamsungIndia
I was purchase Samsung led smart TV for 32000/-  before 3 year.
After only one month the screen goes white the same was replace by Samsung but now same issue occured.
Please look Into matter
My contact number is 8208261503",,
"@SamsungIndia Refer to complaint No. 4305984744, Future referene no 1160449873, and e mail reply reference no. 3751953788. It is very surprising that ACs were not fitted properly, no demo was given and no concrete action has been taken by Head Service Ind",,
@MenonAmbili @Samsung @SamsungIndia @SamsungNewsroom Very poor after sales dealing as we purchase refrigerator on April 2016 and 2020 this 637 Ltr fridge is non reparable by the company and offer us 10% Coupan amount then what is the fun for mentioning 10,,
I have problem with my #Note9 @SamsungMobile @SamsungIndia keeps freezing and hangs when connected to a charger have tried all known options but still unable to resolve need help. @Samsung,,
I request you to please assist me in replacing it under warranty andcurrently due to pandemic i cannot able to get back to SG since i came to india for vacation. Is there a way to get it exchanged in India? It'll be helpful if you can consider my request @SamsungSG @SamsungIndia,,
"@SamsungIndia @SamsungMobile I have recently purchased samsung galaxy buds plus #GalaxyBudsPlus from Samsung website which got delivered on 17-07-20.The buds delivered is FAULTY product as right earbud is having some distorted vibrating sound.
So i demand",,
"Hey @SamsungIndia I am downloading watch face for my watch from top free section, but it is expiring in one day ?
Is not free means free ?",,
@SamsungIndia @SamsungUS @Samsung @SamsungTV  Be very careful when you order something from samsung. False promises and then no satisfactory response. No care for customers. https://t.co/3Iv8dDvuWw,,
@SamsungIndia I bought refrigerator one month back. It was making loud rattling sound. After raising complaint technician replaced compressor then it started leaking then again he repaired it and rattling sound is again coming. Not able to use refrigerato,,
"@SamsungIndia 
This what I went through  as a customer at your authored service center in lamington road sharp enterpriseOnly charges are always applicable citing only one coined word liquid damage 
Even if it is very well in warranty they make you cough ",,
"@SamsungIndia
Is KNOX security available in M31s?
@geekyranjit",,
@SamsungIndia why the company gives warranty if the problem is not solved,,
"@SamsungIndia WTH is going on.I updated my M21 with Latest Software update and I don't know how snapchat and Connection was installed in my phone after update it wasn't included in update.Galaxy store started downloading automatically
@stufflistings @isha",,
@SamsungIndia सर में खरगोन मध्यप्रदेश से हु सर मेने 1 मंथ पहले samsung m31मोबाइल लिया था जो कि कुछ कारण वश उसमे दिक�,,
@SamsungIndia My mobile samsung S10+ got screen burnt without any physical damage. It suddenly got that issue while playing game.I bought it on March 2019. It's been one year.Can you guys look into that,,
@SamsungIndia Engineer has been visited but he said that there is an a pipe which has been broken due to rust so I have to pay 3000 approx my compresser is ok and it has a waranty of 10years of my refrigerator worst service ever compailn number 4306673365,,
"@SamsungIndia 
Hi, I need to file a complaint regarding a refrigerator that i have bought this year on 26th of Jan.
It has been 6 months and the fridge has stopped working. I have raised complaint and they have replaced every part possible except the doo",,
"@Samsung @SamsungIndia @SamsungMobile I purchased Samsung galaxy s20 June 20 2020.
And after a months usage it getting overheated even in normal 10 mins usage and the battery drains quickly. NOT able to use the device in 120hz due to over heating.
Look in",,
"Hi @SamsungMobile @SamsungIndia @SamsungSupport - I submitted my mobile in your authorized service at Mukhyadhyapak Bhavan, Mumbai. I got call from your sc thrice, everytime I go there and get to know that my mobile is not repaired yet. They have been fooling me all this time.",,
@SamsungIndia is M31s equipped with Knox security?,,
@SamsungIndia.... i brought samsung s10 just 6 month ago... now its slow down. What to do now ?,,
